match_id,rival,rival_confederation,peru_score,rival_score,peru_awarded_score,rival_awarded_score,result,shootout_result,awarded_result,tournament_name,tournament_type,official,stadium,city,country,elevation,peru_condition,coach,coach_nationality,date
M0563,Ecuador,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Sergio Markarián,Uruguay,07/06/2013
M0564,Colombia,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio Metropolitano de Barranquilla,Barranquilla,Colombia,18,away,Sergio Markarián,Uruguay,11/06/2013
M0565,South Korea,AFC,0,0,0,0,D,,D,Amistoso,Amistoso,False,Seoul World Cup Stadium,Seoul,South Korea,66,away,Sergio Markarián,Uruguay,14/08/2013
M0566,Uruguay,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Sergio Markarián,Uruguay,06/09/2013
M0567,Venezuela,CONMEBOL,2,3,2,3,L,,L,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio General José Antonio Anzoátegui,Puerto La Cruz,Venezuela,16,away,Sergio Markarián,Uruguay,10/09/2013
M0568,Argentina,CONMEBOL,1,3,1,3,L,,L,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Sergio Markarián,Uruguay,11/10/2013
M0569,Bolivia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2014,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Sergio Markarián,Uruguay,15/10/2013
M0570,England,UEFA,0,3,0,3,L,,L,Amistoso,Amistoso,False,Wembley Stadium,London,England,15,away,Pablo Bengoechea,Uruguay,30/05/2014
M0571,Switzerland,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Swissporarena,Luzern,Switzerland,436,away,Pablo Bengoechea,Uruguay,03/06/2014
M0572,Panama,CONCACAF,3,0,3,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Pablo Bengoechea,Uruguay,06/08/2014
M0573,Iraq,AFC,2,0,2,0,W,,W,Amistoso,Amistoso,False,Maktoum Bin Rashid Al Maktoum Stadium,Dubai,UAE,11,neutral,Pablo Bengoechea,Uruguay,04/09/2014
M0574,Qatar,AFC,2,0,2,0,W,,W,Amistoso,Amistoso,False,Lekhwiya Stadium,Doha,Qatar,0,away,Pablo Bengoechea,Uruguay,09/09/2014
M0575,Chile,CONMEBOL,0,3,0,3,L,,L,Amistoso,Amistoso,False,Estadio Elías Figueroa,Valparaiso,Chile,10,away,Pablo Bengoechea,Uruguay,10/10/2014
M0576,Guatemala,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Pablo Bengoechea,Uruguay,14/10/2014
M0577,Paraguay,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Feliciano Cáceres,Luque,Paraguay,120,away,Pablo Bengoechea,Uruguay,14/11/2014
M0578,Paraguay,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Pablo Bengoechea,Uruguay,18/11/2014
M0579,Venezuela,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Lockhart Stadium,Fort Lauderdale,United States,2,neutral,Ricardo Gareca,Argentina,31/03/2015
M0580,Mexico,CONCACAF,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,03/06/2015
M0581,Brazil,CONMEBOL,1,2,1,2,L,,L,Copa América 2015,Copa América/Sudamericano,True,Estadio Municipal Germán Becker,Temuco,Chile,122,neutral,Ricardo Gareca,Argentina,14/06/2015
M0582,Venezuela,CONMEBOL,1,0,1,0,W,,W,Copa América 2015,Copa América/Sudamericano,True,Estadio Elías Figueroa,Valparaiso,Chile,10,neutral,Ricardo Gareca,Argentina,18/06/2015
M0583,Colombia,CONMEBOL,0,0,0,0,D,,D,Copa América 2015,Copa América/Sudamericano,True,Estadio Municipal Germán Becker,Temuco,Chile,122,neutral,Ricardo Gareca,Argentina,21/06/2015
M0584,Bolivia,CONMEBOL,3,1,3,1,W,,W,Copa América 2015,Copa América/Sudamericano,True,Estadio Municipal Germán Becker,Temuco,Chile,122,neutral,Ricardo Gareca,Argentina,25/06/2015
M0585,Chile,CONMEBOL,1,2,1,2,L,,L,Copa América 2015,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Ricardo Gareca,Argentina,29/06/2015
M0586,Paraguay,CONMEBOL,2,0,2,0,W,,W,Copa América 2015,Copa América/Sudamericano,True,Estadio Municipal de Collao,Concepcion,Chile,12,neutral,Ricardo Gareca,Argentina,03/07/2015
M0587,United States,CONCACAF,1,2,1,2,L,,L,Amistoso,Amistoso,False,RFK Stadium,Washington D.C.,United States,72,away,Ricardo Gareca,Argentina,04/09/2015
M0588,Colombia,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Red Bull Arena,Harrison,United States,6,neutral,Ricardo Gareca,Argentina,08/09/2015
M0589,Colombia,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Metropolitano de Barranquilla,Barranquilla,Colombia,18,away,Ricardo Gareca,Argentina,08/10/2015
M0590,Chile,CONMEBOL,3,4,3,4,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,13/10/2015
M0591,Paraguay,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,13/11/2015
M0592,Brazil,CONMEBOL,0,3,0,3,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Arena Fonte Nova,Salvador de Bahia,Brazil,8,away,Ricardo Gareca,Argentina,17/11/2015
M0593,Venezuela,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,24/03/2016
M0594,Uruguay,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Ricardo Gareca,Argentina,29/03/2016
M0595,Trinidad and Tobago,CONCACAF,4,0,4,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,23/05/2016
M0596,El Salvador,CONCACAF,3,1,3,1,W,,W,Amistoso,Amistoso,False,RFK Stadium,Washington D.C.,United States,72,neutral,Ricardo Gareca,Argentina,28/05/2016
M0597,Haiti,CONCACAF,1,0,1,0,W,,W,Copa América Centenario,Copa América/Sudamericano,True,Lumen Field,Seattle,United States,158,neutral,Ricardo Gareca,Argentina,04/06/2016
M0598,Ecuador,CONMEBOL,2,2,2,2,D,,D,Copa América Centenario,Copa América/Sudamericano,True,University of Phoenix Stadium,Phoenix,United States,331,neutral,Ricardo Gareca,Argentina,08/06/2016
M0599,Brazil,CONMEBOL,1,0,1,0,W,,W,Copa América Centenario,Copa América/Sudamericano,True,Gillette Stadium,Foxborough,United States,146,neutral,Ricardo Gareca,Argentina,12/06/2016
M0600,Colombia,CONMEBOL,0,0,0,0,D,L,L,Copa América Centenario,Copa América/Sudamericano,True,MetLife Stadium,East Rutherford,United States,1,neutral,Ricardo Gareca,Argentina,17/06/2016
M0601,Bolivia,CONMEBOL,0,2,3,0,L,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Ricardo Gareca,Argentina,01/09/2016
M0602,Ecuador,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,06/09/2016
M0603,Argentina,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,06/10/2016
M0604,Chile,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Ricardo Gareca,Argentina,11/10/2016
M0605,Paraguay,CONMEBOL,4,1,4,1,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Ricardo Gareca,Argentina,10/11/2016
M0606,Brazil,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,15/11/2016
M0607,Venezuela,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Monumental de Maturín,Maturin,Venezuela,67,away,Ricardo Gareca,Argentina,23/03/2017
M0608,Uruguay,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,28/03/2017
M0609,Paraguay,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Mansiche,Trujillo,Peru,34,home,Ricardo Gareca,Argentina,08/06/2017
M0610,Jamaica,CONCACAF,3,1,3,1,W,,W,Amistoso,Amistoso,False,Estadio Monumental UNSA,Arequipa,Peru,2335,home,Ricardo Gareca,Argentina,13/06/2017
M0611,Bolivia,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Monumental U,Lima,Peru,154,home,Ricardo Gareca,Argentina,31/08/2017
M0612,Ecuador,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Ricardo Gareca,Argentina,05/09/2017
M0613,Argentina,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,La Bombonera,Buenos Aires,Argentina,25,away,Ricardo Gareca,Argentina,05/10/2017
M0614,Colombia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2018,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,10/10/2017
M0615,New Zealand,OFC,0,0,0,0,D,,D,FIFA World Cup Qualifiers 2018 - Playoffs,FIFA World Cup Qualifiers - Playoffs,True,Westpac Stadium,Wellington,New Zealand,1,away,Ricardo Gareca,Argentina,11/11/2017
M0616,New Zealand,OFC,2,0,2,0,W,,W,FIFA World Cup Qualifiers 2018 - Playoffs,FIFA World Cup Qualifiers - Playoffs,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,15/11/2017
M0617,Croatia,UEFA,2,0,2,0,W,,W,Amistoso,Amistoso,False,Hard Rock Stadium,Miami,United States,2,neutral,Ricardo Gareca,Argentina,23/03/2018
M0618,Iceland,UEFA,3,1,3,1,W,,W,Amistoso,Amistoso,False,Red Bull Arena,Harrison,United States,6,neutral,Ricardo Gareca,Argentina,27/03/2018
M0619,Scotland,UEFA,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,29/05/2018
M0620,Saudi Arabia,AFC,3,0,3,0,W,,W,Amistoso,Amistoso,False,Kybunpark,St. Gallen,Switzerland,675,neutral,Ricardo Gareca,Argentina,03/06/2018
M0621,Sweden,UEFA,0,0,0,0,D,,D,Amistoso,Amistoso,False,Nya Ullevi,Göteborg,Sweden,12,away,Ricardo Gareca,Argentina,09/06/2018
M0622,Denmark,UEFA,0,1,0,1,L,,L,FIFA World Cup 2018,FIFA World Cup,True,Mordovia Arena,Saransk,Russia,160,neutral,Ricardo Gareca,Argentina,16/06/2018
M0623,France,UEFA,0,1,0,1,L,,L,FIFA World Cup 2018,FIFA World Cup,True,Yekaterinburg Arena,Yekaterinburg,Russia,237,neutral,Ricardo Gareca,Argentina,21/06/2018
M0624,Australia,AFC,2,0,2,0,W,,W,FIFA World Cup 2018,FIFA World Cup,True,Fisht Stadium,Sochi,Russia,65,neutral,Ricardo Gareca,Argentina,26/06/2018
M0625,Netherlands,UEFA,1,2,1,2,L,,L,Amistoso,Amistoso,False,Johan Cruyff Arena,Amsterdam,Netherlands,-2,away,Ricardo Gareca,Argentina,06/09/2018
M0626,Germany,UEFA,1,2,1,2,L,,L,Amistoso,Amistoso,False,PreZero Arena,Sinsheim,Germany,154,away,Ricardo Gareca,Argentina,09/09/2018
M0627,Chile,CONMEBOL,3,0,3,0,W,,W,Amistoso,Amistoso,False,Hard Rock Stadium,Miami,United States,2,neutral,Ricardo Gareca,Argentina,12/10/2018
M0628,United States,CONCACAF,1,1,1,1,D,,D,Amistoso,Amistoso,False,Pratt & Whitney Stadium at Rentschler Field,Hartford,United States,18,away,Ricardo Gareca,Argentina,16/10/2018
M0629,Ecuador,CONMEBOL,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,15/11/2018
M0630,Costa Rica,CONCACAF,2,3,2,3,L,,L,Amistoso,Amistoso,False,Estadio Monumental UNSA,Arequipa,Peru,2335,home,Ricardo Gareca,Argentina,20/11/2018
M0631,Paraguay,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Red Bull Arena,Harrison,United States,6,neutral,Ricardo Gareca,Argentina,22/03/2019
M0632,El Salvador,CONCACAF,0,2,0,2,L,,L,Amistoso,Amistoso,False,RFK Stadium,Washington D.C.,United States,72,neutral,Ricardo Gareca,Argentina,26/03/2019
M0633,Costa Rica,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Monumental U,Lima,Peru,154,home,Ricardo Gareca,Argentina,05/06/2019
M0634,Colombia,CONMEBOL,0,3,0,3,L,,L,Amistoso,Amistoso,False,Estadio Monumental U,Lima,Peru,154,home,Ricardo Gareca,Argentina,09/06/2019
M0635,Venezuela,CONMEBOL,0,0,0,0,D,,D,Copa América 2019,Copa América/Sudamericano,True,Arena do Grêmio,Porto Alegre,Brazil,10,neutral,Ricardo Gareca,Argentina,15/06/2019
M0636,Bolivia,CONMEBOL,3,1,3,1,W,,W,Copa América 2019,Copa América/Sudamericano,True,Estádio do Maracanã,Rio de Janeiro,Brazil,11,neutral,Ricardo Gareca,Argentina,18/06/2019
M0637,Brazil,CONMEBOL,0,5,0,5,L,,L,Copa América 2019,Copa América/Sudamericano,True,Arena Corinthians,Sao Paulo,Brazil,772,away,Ricardo Gareca,Argentina,22/06/2019
M0638,Uruguay,CONMEBOL,0,0,0,0,D,W,W,Copa América 2019,Copa América/Sudamericano,True,Arena Fonte Nova,Salvador de Bahia,Brazil,8,neutral,Ricardo Gareca,Argentina,29/06/2019
M0639,Chile,CONMEBOL,3,0,3,0,W,,W,Copa América 2019,Copa América/Sudamericano,True,Arena do Grêmio,Porto Alegre,Brazil,10,neutral,Ricardo Gareca,Argentina,03/07/2019
M0640,Brazil,CONMEBOL,1,3,1,3,L,,L,Copa América 2019,Copa América/Sudamericano,True,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,Ricardo Gareca,Argentina,07/07/2019
M0641,Ecuador,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Red Bull Arena,Harrison,United States,6,neutral,Ricardo Gareca,Argentina,05/09/2019
M0642,Brazil,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Los Angeles Memorial Coliseum,Los Angeles,United States,93,neutral,Ricardo Gareca,Argentina,10/09/2019
M0643,Uruguay,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Ricardo Gareca,Argentina,11/10/2019
M0644,Uruguay,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,15/10/2019
M0645,Colombia,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Hard Rock Stadium,Miami,United States,2,neutral,Ricardo Gareca,Argentina,15/11/2019
M0646,Paraguay,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Ricardo Gareca,Argentina,08/10/2020
M0647,Brazil,CONMEBOL,2,4,2,4,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,13/10/2020
M0648,Chile,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Ricardo Gareca,Argentina,13/11/2020
M0649,Argentina,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,17/11/2020
M0650,Colombia,CONMEBOL,0,3,0,3,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,03/06/2021
M0651,Ecuador,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Rodrigo Paz Delgado,Quito,Ecuador,2850,away,Ricardo Gareca,Argentina,08/06/2021
M0652,Brazil,CONMEBOL,0,4,0,4,L,,L,Copa América 2021,Copa América/Sudamericano,True,Estádio Nilton Santos,Rio de Janeiro,Brazil,11,away,Ricardo Gareca,Argentina,17/06/2021
M0653,Colombia,CONMEBOL,2,1,2,1,W,,W,Copa América 2021,Copa América/Sudamericano,True,Estádio Olímpico Pedro Ludovico Teixeira,Goiania,Brazil,749,neutral,Ricardo Gareca,Argentina,20/06/2021
M0654,Ecuador,CONMEBOL,2,2,2,2,D,,D,Copa América 2021,Copa América/Sudamericano,True,Estádio Olímpico Pedro Ludovico Teixeira,Goiania,Brazil,749,neutral,Ricardo Gareca,Argentina,23/06/2021
M0655,Venezuela,CONMEBOL,1,0,1,0,W,,W,Copa América 2021,Copa América/Sudamericano,True,Estádio Nacional Mané Garrincha,Brasilia,Brazil,1171,neutral,Ricardo Gareca,Argentina,27/06/2021
M0656,Paraguay,CONMEBOL,3,3,3,3,D,W,W,Copa América 2021,Copa América/Sudamericano,True,Estádio Olímpico Pedro Ludovico Teixeira,Goiania,Brazil,749,neutral,Ricardo Gareca,Argentina,02/07/2021
M0657,Brazil,CONMEBOL,0,1,0,1,L,,L,Copa América 2021,Copa América/Sudamericano,True,Estádio Nilton Santos,Rio de Janeiro,Brazil,11,away,Ricardo Gareca,Argentina,05/07/2021
M0658,Colombia,CONMEBOL,2,3,2,3,L,,L,Copa América 2021,Copa América/Sudamericano,True,Estádio Nacional Mané Garrincha,Brasilia,Brazil,1171,neutral,Ricardo Gareca,Argentina,09/07/2021
M0659,Uruguay,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,02/09/2021
M0660,Venezuela,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,05/09/2021
M0661,Brazil,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Arena de Pernambuco,Recife,Brazil,4,away,Ricardo Gareca,Argentina,09/09/2021
M0662,Chile,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,07/10/2021
M0663,Bolivia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Ricardo Gareca,Argentina,10/10/2021
M0664,Argentina,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Ricardo Gareca,Argentina,14/10/2021
M0665,Bolivia,CONMEBOL,3,0,3,0,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,11/11/2021
M0666,Venezuela,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Olímpico UCV,Caracas,Venezuela,1037,away,Ricardo Gareca,Argentina,16/11/2021
M0667,Panama,CONCACAF,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,16/01/2022
M0668,Jamaica,CONCACAF,3,0,3,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,20/01/2022
M0669,Colombia,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Metropolitano de Barranquilla,Barranquilla,Colombia,18,away,Ricardo Gareca,Argentina,28/01/2022
M0670,Ecuador,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,01/02/2022
M0671,Uruguay,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Ricardo Gareca,Argentina,24/03/2022
M0672,Paraguay,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 2022,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Ricardo Gareca,Argentina,29/03/2022
M0673,New Zealand,OFC,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Cornellà-El Prat,Barcelona,Spain,13,neutral,Ricardo Gareca,Argentina,05/06/2022
M0674,Australia,AFC,0,0,0,0,D,L,L,FIFA World Cup Qualifiers 2022 - Playoffs,FIFA World Cup Qualifiers - Playoffs,True,Ahmad Bin Ali Stadium,Al-Rayyan,Qatar,31,neutral,Ricardo Gareca,Argentina,13/06/2022
M0675,Mexico,CONCACAF,0,1,0,1,L,,L,Amistoso,Amistoso,False,Rose Bowl Stadium,Pasadena,United States,263,neutral,Juan Reynoso,Peru,24/09/2022
M0676,El Salvador,CONCACAF,4,1,4,1,W,,W,Amistoso,Amistoso,False,Audi Field,Washington D.C.,United States,72,neutral,Juan Reynoso,Peru,27/09/2022
M0677,Paraguay,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Monumental U,Lima,Peru,154,home,Juan Reynoso,Peru,16/11/2022
M0678,Bolivia,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Monumental UNSA,Arequipa,Peru,2335,home,Juan Reynoso,Peru,19/11/2022
M0679,Germany,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Mewa Arena,Mainz,Germany,88,away,Juan Reynoso,Peru,25/03/2023
M0680,Morocco,CAF,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Cívitas Metropolitano,Madrid,Spain,657,neutral,Juan Reynoso,Peru,28/03/2023
M0681,South Korea,AFC,1,0,1,0,W,,W,Amistoso,Amistoso,False,Asiad Stadium,Busan,South Korea,30,away,Juan Reynoso,Peru,16/06/2023
M0682,Japan,AFC,1,4,1,4,L,,L,Amistoso,Amistoso,False,Panasonic Suita,Osaka,Japan,20,away,Juan Reynoso,Peru,20/06/2023
M0683,Paraguay,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Antonio Aranda,Ciudad del Este,Paraguay,185,away,Juan Reynoso,Peru,07/09/2023
M0684,Brazil,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Reynoso,Peru,12/09/2023
M0685,Chile,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Monumental David Arellano,Santiago,Chile,520,away,Juan Reynoso,Peru,12/10/2023
M0686,Argentina,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Reynoso,Peru,17/10/2023
M0687,Bolivia,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Juan Reynoso,Peru,16/11/2023
M0688,Venezuela,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2026,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Reynoso,Peru,21/11/2023
M0689,Nicaragua,CONCACAF,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Jorge Fossati,Uruguay,22/03/2024
M0690,Dominican Republic,CONCACAF,4,1,4,1,W,,W,Amistoso,Amistoso,False,Estadio Monumental U,Lima,Peru,154,home,Jorge Fossati,Uruguay,26/03/2024
M0691,Paraguay,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Monumental U,Lima,Peru,154,home,Jorge Fossati,Uruguay,07/06/2024
M0692,El Salvador,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Subaru Park,Chester,United States,21,neutral,Jorge Fossati,Uruguay,14/06/2024
M0693,Chile,CONMEBOL,0,0,0,0,D,,D,Copa América 2024,Copa América/Sudamericano,True,AT&T Stadium,Arlington,United States,184,neutral,Jorge Fossati,Uruguay,21/06/2024
M0694,Canada,CONCACAF,0,1,0,1,L,,L,Copa América 2024,Copa América/Sudamericano,True,Children's Mercy Park,Kansas City,United States,265,neutral,Jorge Fossati,Uruguay,25/06/2024
M0695,Argentina,CONMEBOL,0,2,0,2,L,,L,Copa América 2024,Copa América/Sudamericano,True,Hard Rock Stadium,Miami,United States,2,neutral,Jorge Fossati,Uruguay,29/06/2024
