match_id,rival,rival_confederation,peru_score,rival_score,peru_awarded_score,rival_awarded_score,result,shootout_result,awarded_result,tournament_name,tournament_type,official,stadium,city,country,elevation,peru_condition,coach,coach_nationality,date
M0139,Paraguay,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,09/07/1969
M0140,Paraguay,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,18/07/1969
M0141,Argentina,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,03/08/1969
M0142,Bolivia,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Didí,Brazil,10/08/1969
M0143,Bolivia,CONMEBOL,3,0,3,0,W,,W,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,17/08/1969
M0144,Argentina,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,La Bombonera,Buenos Aires,Argentina,25,away,Didí,Brazil,31/08/1969
M0145,Czechoslovakia,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,04/02/1970
M0146,Czechoslovakia,UEFA,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,07/02/1970
M0147,Romania,UEFA,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,09/02/1970
M0148,USSR,UEFA,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,14/02/1970
M0149,USSR,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,20/02/1970
M0150,Bulgaria,UEFA,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,21/02/1970
M0151,Bulgaria,UEFA,5,3,5,3,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,24/02/1970
M0152,Mexico,CONCACAF,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,05/03/1970
M0153,Mexico,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,08/03/1970
M0154,Mexico,CONCACAF,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Azteca,Mexico City,Mexico,2240,away,Didí,Brazil,15/03/1970
M0155,Mexico,CONCACAF,3,3,3,3,D,,D,Amistoso,Amistoso,False,Estadio León,Leon,Mexico,1800,away,Didí,Brazil,18/03/1970
M0156,Uruguay,CONMEBOL,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Didí,Brazil,31/03/1970
M0157,El Salvador,CONCACAF,3,0,3,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,21/04/1970
M0158,Bulgaria,UEFA,3,2,3,2,W,,W,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,02/06/1970
M0159,Morocco,CAF,3,0,3,0,W,,W,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,06/06/1970
M0160,Germany,UEFA,1,3,1,3,L,,L,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,10/06/1970
M0161,Brazil,CONMEBOL,2,4,2,4,L,,L,FIFA World Cup 1970,FIFA World Cup,True,Estadio Jalisco,Guadalajara,Mexico,1566,neutral,Didí,Brazil,14/06/1970
M0162,Paraguay,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,27/07/1971
M0163,Chile,CONMEBOL,1,0,1,0,W,,W,Copa del Pacífico 1971,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,11/08/1971
M0164,Paraguay,CONMEBOL,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Alejandro Heredia,Peru,15/08/1971
M0165,Chile,CONMEBOL,0,1,0,1,L,,L,Copa del Pacífico 1971,Copa del Pacífico,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Alejandro Heredia,Peru,18/08/1971
M0166,Colombia,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio El Campín,Bogota,Colombia,2582,away,Lajos Baróti,Hungary,29/03/1972
M0167,Mexico,CONCACAF,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Azteca,Mexico City,Mexico,2240,away,Lajos Baróti,Hungary,05/04/1972
M0168,USSR,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Olimpiyskiy National Sports Complex,Kiev,USSR,179,away,Lajos Baróti,Hungary,19/04/1972
M0169,Romania,UEFA,2,2,2,2,D,,D,Amistoso,Amistoso,False,Stadionul Republicii,Bucharest,Romania,75,away,Lajos Baróti,Hungary,23/04/1972
M0170,Scotland,UEFA,0,2,0,2,L,,L,Amistoso,Amistoso,False,Hampden Park,Glasgow,Scotland,66,away,Lajos Baróti,Hungary,26/04/1972
M0171,Netherlands,UEFA,0,3,0,3,L,,L,Amistoso,Amistoso,False,Stadion Feijenoord,Rotterdam,Netherlands,-2,away,Lajos Baróti,Hungary,03/05/1972
M0172,Colombia,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,06/06/1972
M0173,Bolivia,CONMEBOL,3,0,3,0,W,,W,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Couto Pereira,Curitiba,Brazil,934,neutral,Roberto Scarone,Uruguay,11/06/1972
M0174,Paraguay,CONMEBOL,0,1,0,1,L,,L,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Pedro Pedrossian,Campo Grande,Brazil,592,neutral,Roberto Scarone,Uruguay,14/06/1972
M0175,Venezuela,CONMEBOL,1,0,1,0,W,,W,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Vivaldo Lima,Manaus,Brazil,92,neutral,Roberto Scarone,Uruguay,18/06/1972
M0176,Yugoslavia,UEFA,1,2,1,2,L,,L,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Vivaldo Lima,Manaus,Brazil,92,neutral,Roberto Scarone,Uruguay,25/06/1972
M0177,Mexico,CONCACAF,3,2,3,2,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,09/08/1972
M0178,Argentina,CONMEBOL,0,2,0,2,L,,L,Copa Mariscal Ramon Castilla 1972,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,25/10/1972
M0179,Guatemala,CONCACAF,5,1,5,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,04/03/1973
M0180,Bolivia,CONMEBOL,2,0,2,0,W,,W,Copa Mariscal Sucre,Copa Mariscal Sucre,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,24/03/1973
M0181,Paraguay,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,28/03/1973
M0182,Paraguay,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Roberto Scarone,Uruguay,08/04/1973
M0183,Panama,CONCACAF,4,0,4,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,23/04/1973
M0184,Chile,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,29/04/1973
M0185,Chile,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Roberto Scarone,Uruguay,13/05/1973
M0186,Colombia,CONMEBOL,3,1,3,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,01/07/1973
M0187,Bolivia,CONMEBOL,0,2,0,2,L,,L,Copa Mariscal Sucre,Copa Mariscal Sucre,False,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Roberto Scarone,Uruguay,15/07/1973
M0188,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1973,Copa Mariscal Ramon Castilla,False,La Bombonera,Buenos Aires,Argentina,25,away,Roberto Scarone,Uruguay,27/07/1973
M0189,Chile,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Roberto Scarone,Uruguay,05/08/1973
M0190,Ecuador,CONMEBOL,0,6,0,6,L,,L,Amistoso,Amistoso,False,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Marcos Calderón,Peru,22/06/1975
M0191,Ecuador,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio George Capwell,Guayaquil,Ecuador,4,away,Marcos Calderón,Peru,25/06/1975
M0192,Ecuador,CONMEBOL,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,01/07/1975
M0193,Paraguay,CONMEBOL,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,10/07/1975
M0194,Chile,CONMEBOL,1,1,1,1,D,,D,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,17/07/1975
M0195,Bolivia,CONMEBOL,1,0,1,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Jesús Bermúdez,Oruro,Bolivia,3735,away,Marcos Calderón,Peru,27/07/1975
M0196,Bolivia,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,07/08/1975
M0197,Chile,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,20/08/1975
M0198,Brazil,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estádio Mineirão,Belo Horizonte,Brazil,760,away,Marcos Calderón,Peru,30/09/1975
M0199,Brazil,CONMEBOL,0,2,0,2,L,,L,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,04/10/1975
M0200,Colombia,CONMEBOL,0,1,0,1,L,,L,Copa América 1975,Copa América/Sudamericano,True,Estadio El Campín,Bogota,Colombia,2582,away,Marcos Calderón,Peru,16/10/1975
M0201,Colombia,CONMEBOL,2,0,2,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,22/10/1975
M0202,Colombia,CONMEBOL,1,0,1,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Olímpico UCV,Caracas,Venezuela,1037,neutral,Marcos Calderón,Peru,28/10/1975
M0203,Uruguay,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,12/10/1976
M0204,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1976,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,28/10/1976
M0205,Argentina,CONMEBOL,0,1,0,1,L,,L,Copa Mariscal Ramon Castilla 1976,Copa Mariscal Ramon Castilla,False,Estadio José Amalfitani,Buenos Aires,Argentina,25,away,Alejandro Heredia,Peru,10/11/1976
M0206,Uruguay,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Alejandro Heredia,Peru,24/11/1976
M0207,Hungary,UEFA,3,2,3,2,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,09/02/1977
M0208,Ecuador,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Marcos Calderón,Peru,20/02/1977
M0209,Chile,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,06/03/1977
M0210,Ecuador,CONMEBOL,4,0,4,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,12/03/1977
M0211,Chile,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,26/03/1977
M0212,Mexico,CONCACAF,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Azteca,Mexico City,Mexico,2240,away,Marcos Calderón,Peru,17/05/1977
M0213,Mexico,CONCACAF,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Universitario (UANL),Monterrey,Mexico,540,away,Marcos Calderón,Peru,24/05/1977
M0214,Haiti,CONCACAF,2,1,2,1,W,,W,Amistoso,Amistoso,False,Port-au-Prince,Port-au-Prince,Haiti,15,away,Marcos Calderón,Peru,26/05/1977
M0215,Haiti,CONCACAF,2,2,2,2,D,,D,Amistoso,Amistoso,False,Port-au-Prince,Port-au-Prince,Haiti,15,away,Marcos Calderón,Peru,29/05/1977
M0216,Poland,UEFA,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,10/06/1977
M0217,Brazil,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Pascual Guerrero,Cali,Colombia,1018,neutral,Marcos Calderón,Peru,10/07/1977
M0218,Bolivia,CONMEBOL,5,0,5,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Pascual Guerrero,Cali,Colombia,1018,neutral,Marcos Calderón,Peru,17/07/1977
M0219,Argentina,CONMEBOL,1,2,1,2,L,,L,Copa Mariscal Ramon Castilla 1978,Copa Mariscal Ramon Castilla,False,La Bombonera,Buenos Aires,Argentina,25,away,Marcos Calderón,Peru,19/03/1978
M0220,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1978,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,23/03/1978
M0221,Bulgaria,UEFA,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,01/04/1978
M0222,Mexico,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Los Angeles Memorial Coliseum,Los Angeles,United States,93,neutral,Marcos Calderón,Peru,11/04/1978
M0223,China,AFC,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,22/04/1978
M0224,Brazil,CONMEBOL,0,3,0,3,L,,L,Amistoso,Amistoso,False,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,Marcos Calderón,Peru,01/05/1978
M0225,Scotland,UEFA,3,1,3,1,W,,W,FIFA World Cup 1978,FIFA World Cup,True,"	Estadio Chateau Carreras",Cordoba,Argentina,440,neutral,Marcos Calderón,Peru,03/06/1978
M0226,Netherlands,UEFA,0,0,0,0,D,,D,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,07/06/1978
M0227,Iran,AFC,4,1,4,1,W,,W,FIFA World Cup 1978,FIFA World Cup,True,"	Estadio Chateau Carreras",Cordoba,Argentina,440,neutral,Marcos Calderón,Peru,11/06/1978
M0228,Brazil,CONMEBOL,0,3,0,3,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,14/06/1978
M0229,Poland,UEFA,0,1,0,1,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,18/06/1978
M0230,Argentina,CONMEBOL,0,6,0,6,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Gigante de Arroyito,Rosario,Argentina,25,away,Marcos Calderón,Peru,21/06/1978
M0231,Ecuador,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,11/07/1979
M0232,Colombia,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,18/07/1979
M0233,Colombia,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio El Campín,Bogota,Colombia,2582,away,José Chiarella,Peru,25/07/1979
M0234,Ecuador,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,José Chiarella,Peru,08/08/1979
M0235,Uruguay,CONMEBOL,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,30/08/1979
M0236,Scotland,UEFA,1,1,1,1,D,,D,Amistoso,Amistoso,False,Hampden Park,Glasgow,Scotland,66,away,José Chiarella,Peru,12/09/1979
M0237,Paraguay,CONMEBOL,2,3,2,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,10/10/1979
M0238,Chile,CONMEBOL,1,2,1,2,L,,L,Copa América 1979,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,17/10/1979
M0239,Chile,CONMEBOL,0,0,0,0,D,,D,Copa América 1979,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,José Chiarella,Peru,24/10/1979
M0240,Mexico,CONCACAF,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Universitario (UANL),Monterrey,Mexico,540,away,José Chiarella,Peru,01/11/1979
M0241,Uruguay,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,18/07/1980
M0242,Uruguay,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Marcos Calderón,Peru,12/11/1980
M0243,Czechoslovakia,UEFA,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Alejandro Heredia,Peru,04/02/1981
M0244,Bulgaria,UEFA,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Alejandro Heredia,Peru,11/02/1981
M0245,Chile,CONMEBOL,0,3,0,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Alejandro Heredia,Peru,19/04/1981
M0246,Colombia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio El Campín,Bogota,Colombia,2582,away,Tim,Brazil,26/07/1981
M0247,Chile,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,05/08/1981
M0248,Colombia,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,16/08/1981
M0249,Uruguay,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Tim,Brazil,23/08/1981
M0250,Uruguay,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,06/09/1981
M0251,Chile,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Tim,Brazil,23/03/1982
M0252,Chile,CONMEBOL,1,0,1,0,W,,W,Copa del Pacífico 1982,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,30/03/1982
M0253,Hungary,UEFA,2,1,2,1,W,,W,Amistoso,Amistoso,False,Ferenc Puskas Stadium,Budapest,Hungary,151,away,Tim,Brazil,18/04/1982
M0254,Algeria,CAF,1,1,1,1,D,,D,Amistoso,Amistoso,False,Stade du 5-Juillet-1962,Algiers,Algeria,0,away,Tim,Brazil,25/04/1982
M0255,France,UEFA,1,0,1,0,W,,W,Amistoso,Amistoso,False,Parc des Princes,Paris,France,33,away,Tim,Brazil,28/04/1982
M0256,Romania,UEFA,2,0,2,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,17/05/1982
M0257,Cameroon,CAF,0,0,0,0,D,,D,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Riazor,La Coruña,Spain,21,neutral,Tim,Brazil,15/06/1982
M0258,Italy,UEFA,1,1,1,1,D,,D,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Balaidos,Vigo,Spain,62,neutral,Tim,Brazil,18/06/1982
M0259,Poland,UEFA,1,5,1,5,L,,L,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Riazor,La Coruña,Spain,21,neutral,Tim,Brazil,22/06/1982
M0260,Uruguay,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,18/07/1983
M0261,Chile,CONMEBOL,0,1,0,1,L,,L,Copa del Pacífico 1983,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,21/07/1983
M0262,Chile,CONMEBOL,0,2,0,2,L,,L,Copa del Pacífico 1983,Copa del Pacífico,False,Estadio Carlos Dittborn,Arica,Chile,2,away,Juan José Tan,Peru,03/08/1983
M0263,Uruguay,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,11/08/1983
M0264,Colombia,CONMEBOL,1,0,1,0,W,,W,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,17/08/1983
M0265,Bolivia,CONMEBOL,1,1,1,1,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Juan José Tan,Peru,21/08/1983
M0266,Colombia,CONMEBOL,2,2,2,2,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio El Campín,Bogota,Colombia,2582,away,Juan José Tan,Peru,28/08/1983
M0267,Bolivia,CONMEBOL,2,1,2,1,W,,W,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,04/09/1983
M0268,Paraguay,CONMEBOL,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,05/10/1983
M0269,Paraguay,CONMEBOL,1,4,1,4,L,,L,Amistoso,Amistoso,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Juan José Tan,Peru,07/10/1983
M0270,Uruguay,CONMEBOL,0,1,0,1,L,,L,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,13/10/1983
M0271,Uruguay,CONMEBOL,1,1,1,1,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,20/10/1983
M0272,Honduras,CONCACAF,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Moisés Barack,Peru,26/02/1984
M0273,Colombia,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio El Campín,Bogota,Colombia,2582,away,Moisés Barack,Peru,26/07/1984
M0274,Colombia,CONMEBOL,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,09/08/1984
M0275,Uruguay,CONMEBOL,0,2,0,2,L,,L,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Moisés Barack,Peru,19/09/1984
M0276,Uruguay,CONMEBOL,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,03/10/1984
M0277,Bolivia,CONMEBOL,3,0,3,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,17/02/1985
M0278,Chile,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Moisés Barack,Peru,24/02/1985
M0279,Uruguay,CONMEBOL,2,2,2,2,D,,D,Amistoso,Amistoso,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Moisés Barack,Peru,27/02/1985
M0280,Chile,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,09/03/1985
M0281,Ecuador,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,21/03/1985
M0282,Uruguay,CONMEBOL,2,1,2,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,23/04/1985
M0283,Brazil,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estádio Nacional Mané Garrincha,Brasilia,Brazil,1171,away,Moisés Barack,Peru,28/04/1985
